CUST_ID,TENURE,BALANCE_interval,PURCHASES_interval,ONEOFF_PURCHASES_interval,INSTALLMENTS_PURCHASES_interval,CASH_ADVANCE_interval,CREDIT_LIMIT_interval,PAYMENTS_interval,MINIMUM_PAYMENTS_interval,PURCHASES_TRX_interval,CASH_ADVANCE_TRX_interval,BALANCE_FREQUENCY_interval,PURCHASES_FREQUENCY_interval,ONEOFF_PURCHASES_FREQUENCY_interval,PURCHASES_INSTALLMENTS_FREQUENCY_interval,CASH_ADVANCE_FREQUENCY_interval,PRC_FULL_PAYMENT_interval,Cluster
C15105,12.0,3,1,1,0,3,0,2,2,1,4,10,2,2,0,6,0,1
C15106,11.0,1,1,0,1,0,3,1,1,2,0,6,6,0,5,0,8,3
C15107,12.0,1,0,0,0,3,3,1,1,0,1,3,0,0,0,1,0,3
C15108,12.0,1,2,1,2,0,5,3,1,1,0,6,4,1,4,0,4,3
C15109,12.0,1,1,1,1,0,2,1,1,3,0,9,7,1,7,0,2,2
C15110,12.0,1,1,1,0,0,5,1,1,1,0,2,1,1,0,0,0,3
C15111,12.0,0,1,0,1,3,0,2,2,1,4,10,3,0,2,5,0,1
C15112,12.0,2,0,0,0,1,2,1,1,0,1,10,0,0,0,1,0,1
C15113,12.0,1,1,0,1,0,0,1,1,1,0,2,3,0,3,0,0,3
C15114,12.0,3,2,1,1,1,0,2,2,5,2,10,6,3,5,4,0,4
C15115,12.0,2,3,3,0,1,5,3,1,2,1,10,4,4,0,2,0,0
C15116,12.0,0,0,0,0,0,6,0,2,0,3,10,0,0,0,8,0,1
C15117,12.0,3,1,1,0,0,3,1,1,1,0,10,3,3,0,0,0,0
C15118,12.0,3,3,3,3,0,0,3,2,0,0,10,8,6,7,0,0,5
C15121,12.0,1,1,0,1,0,3,1,1,3,0,10,10,0,10,0,2,2
C15122,12.0,0,5,1,5,0,3,0,5,8,0,10,10,2,10,0,0,2
C15123,12.0,0,2,0,2,5,0,3,2,4,1,10,10,0,10,4,0,4
C15124,12.0,3,1,1,1,0,3,3,2,3,0,10,10,1,10,0,0,2
C15125,12.0,1,3,3,2,0,5,3,1,5,0,10,10,10,7,0,10,5
C15126,8.0,1,0,0,0,2,3,3,1,0,1,3,0,0,0,2,4,3
C15127,12.0,1,3,3,0,0,6,3,1,2,0,9,3,3,0,0,2,0
C15128,11.0,1,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C15129,12.0,1,1,1,0,0,3,2,1,1,0,3,1,1,0,0,0,3
C15130,12.0,3,0,0,0,3,3,1,1,0,2,10,0,0,0,3,0,1
C15131,12.0,2,2,0,2,0,2,3,2,3,0,10,10,0,10,0,1,2
C15132,12.0,0,1,1,0,3,5,3,3,1,2,10,1,1,0,4,0,1
C15133,12.0,3,2,2,0,2,3,3,3,3,1,10,10,10,0,3,0,4
C15134,12.0,1,2,0,2,0,2,1,1,3,0,10,10,0,10,0,2,2
C15135,12.0,0,0,0,0,1,0,2,3,0,1,10,0,0,0,2,0,1
C15136,12.0,0,0,0,0,6,6,5,3,0,4,10,0,0,0,6,1,1
C15137,12.0,2,3,3,0,2,3,2,1,4,2,10,6,6,0,3,1,0
C15138,12.0,2,3,2,1,0,3,2,1,3,0,10,5,3,5,0,0,0
C15139,11.0,5,3,3,1,0,6,3,3,5,0,10,3,1,3,0,0,0
C15140,12.0,3,3,3,0,0,3,3,1,2,0,10,6,6,0,0,0,0
C15141,12.0,0,2,0,2,0,3,0,6,0,0,10,10,0,10,0,0,2
C15142,12.0,3,0,0,3,0,5,0,1,7,0,10,10,8,10,0,0,2
C15143,12.0,1,1,1,0,0,0,2,1,1,0,2,2,2,0,0,0,3
C15144,12.0,3,1,1,0,0,6,2,1,2,0,10,4,4,0,0,0,0
C15145,12.0,0,1,1,0,0,5,5,3,1,3,10,2,2,0,6,1,1
C15146,12.0,5,3,3,0,0,5,3,6,2,0,10,4,4,0,0,0,0
C15147,12.0,1,3,3,0,0,5,3,1,2,0,10,5,5,0,0,0,0
C15148,12.0,0,1,0,1,0,0,0,1,1,0,0,3,0,3,0,0,3
C15149,12.0,1,1,1,1,0,0,1,1,4,0,10,10,1,10,0,6,2
C15150,12.0,1,1,1,1,0,5,1,1,2,0,8,6,1,5,0,7,2
C15151,12.0,0,3,3,2,3,6,0,2,0,1,10,10,10,10,2,0,5
C15152,12.0,0,0,0,0,3,0,3,2,0,1,10,0,0,0,2,0,1
C15153,12.0,1,1,1,0,0,3,2,1,1,0,10,3,3,0,0,1,0
C15154,12.0,1,3,3,1,0,5,3,1,4,0,10,6,6,1,0,0,5
C15155,12.0,0,3,2,2,0,6,2,2,5,0,10,7,3,7,0,0,5
C15156,12.0,1,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C15157,12.0,3,3,3,1,0,6,0,2,5,0,10,10,10,1,0,0,5
C15158,12.0,3,0,0,0,1,5,5,2,0,1,7,0,0,0,2,2,1
C15159,12.0,5,5,5,1,0,6,5,3,7,0,10,10,10,3,0,0,5
C15160,12.0,0,0,0,0,1,5,3,3,0,1,10,0,0,0,2,0,1
C15161,12.0,1,2,1,1,0,5,2,1,3,0,10,10,2,9,0,5,2
C15162,6.0,1,1,0,1,0,3,1,1,2,0,9,9,0,5,0,10,2
C15163,12.0,0,3,3,2,1,6,3,3,5,1,10,5,5,4,1,0,5
C15164,12.0,3,0,0,1,5,5,5,1,5,2,10,9,6,5,4,5,4
C15165,12.0,1,2,2,0,0,3,1,1,1,0,3,1,1,0,0,0,3
C15166,12.0,2,0,0,0,2,3,1,1,0,1,10,0,0,0,2,0,1
C15167,12.0,0,1,0,1,1,0,3,3,2,1,10,6,0,6,1,0,2
C15168,12.0,1,3,3,2,0,6,3,1,0,0,10,10,10,7,0,5,5
C15169,12.0,3,3,3,0,0,5,3,2,0,0,10,10,10,0,0,0,5
C15170,12.0,1,1,1,0,0,3,3,1,1,0,2,1,1,0,0,0,3
C15171,12.0,1,1,0,1,0,3,1,1,1,0,10,2,0,2,0,0,0
C15172,12.0,2,3,3,1,3,3,0,1,1,2,10,3,1,2,5,1,4
C15173,12.0,3,1,0,1,3,0,2,3,1,3,10,1,0,1,5,0,1
C15174,12.0,0,1,1,0,0,5,3,2,1,1,10,1,1,0,1,0,0
C15175,7.0,1,1,0,1,0,3,1,1,2,0,9,9,0,8,0,0,2
C15177,12.0,3,0,0,0,3,3,3,1,0,2,10,0,0,0,5,1,1
C15178,12.0,2,0,0,0,3,5,3,1,0,1,10,0,0,0,1,0,1
C15179,8.0,1,3,1,3,0,3,3,1,3,0,9,9,4,8,0,10,2
C15180,12.0,3,1,0,1,3,5,0,1,2,3,10,5,0,5,7,2,4
C15181,12.0,1,0,0,2,0,5,0,1,7,0,10,10,10,10,0,10,2
C15182,12.0,2,0,0,0,2,3,3,1,0,1,9,0,0,0,1,2,1
C15183,12.0,1,1,0,1,0,0,0,1,1,0,10,2,0,2,0,0,0
C15184,12.0,3,1,0,1,3,3,3,5,5,3,10,8,0,7,3,1,4
C15185,12.0,3,3,3,0,0,0,2,1,3,0,10,5,5,0,0,0,0
C15186,12.0,3,3,3,2,0,3,3,1,7,0,10,10,7,8,0,0,5
C15187,12.0,3,0,0,0,0,3,3,2,0,2,10,0,0,0,3,0,1
C15188,12.0,1,3,3,1,0,5,3,1,5,0,10,8,8,5,0,3,5
C15189,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,2,0,1
C15190,12.0,2,5,5,3,0,6,5,1,8,0,10,10,10,10,0,10,5
C15191,12.0,1,3,0,3,0,3,3,1,3,0,10,10,0,10,0,7,2
C15192,11.0,3,1,1,0,0,5,2,1,3,0,10,10,10,0,0,0,0
C15193,12.0,1,3,2,3,0,5,3,1,7,0,10,10,5,10,0,6,5
C15194,12.0,3,1,1,0,1,3,1,1,1,3,10,3,3,0,8,0,1
C15195,7.0,3,1,1,1,3,3,2,2,1,2,10,6,5,2,9,0,4
C15196,12.0,5,5,5,1,0,5,3,0,7,0,10,10,10,10,0,0,5
C15197,6.0,1,1,0,1,0,3,1,1,2,0,10,10,0,9,0,10,2
C15198,12.0,1,1,0,1,0,3,3,1,3,0,10,10,0,10,0,3,2
C15199,12.0,2,1,1,0,1,3,1,1,1,1,10,1,1,0,4,0,1
C15200,12.0,1,1,0,1,1,0,3,1,3,1,10,10,0,10,1,6,2
C15201,12.0,0,1,1,0,5,0,5,3,1,2,10,3,3,0,5,2,1
C15202,11.0,1,1,0,1,0,3,2,1,2,0,5,6,0,5,0,2,3
C15203,12.0,5,0,0,0,6,6,3,3,0,2,10,0,0,0,5,0,1
C15204,12.0,3,0,0,0,1,3,2,2,0,1,10,0,0,0,3,0,1
C15206,12.0,1,1,1,1,0,3,1,1,3,0,10,10,2,10,0,0,2
C15207,12.0,1,3,0,3,0,3,3,1,5,0,10,10,0,10,0,10,2
C15208,12.0,1,3,3,1,0,1,3,1,5,0,10,10,10,1,0,10,5
C15209,12.0,1,0,0,0,3,2,3,1,0,1,10,0,0,0,2,2,1
C15210,8.0,1,2,2,0,0,3,1,1,1,0,4,3,3,0,0,10,3
C15211,12.0,0,0,0,0,0,5,2,3,0,4,10,0,0,0,5,0,1
C15212,12.0,3,0,0,0,0,0,0,2,0,3,7,0,0,0,3,2,1
C15213,12.0,1,1,0,1,0,0,1,1,5,0,10,10,0,10,0,0,2
C15214,12.0,1,3,3,0,0,0,2,1,2,0,10,5,5,0,0,0,0
C15215,12.0,1,2,1,1,0,2,1,1,2,0,10,6,4,2,0,2,0
C15216,12.0,1,1,1,0,0,0,1,1,1,0,6,1,1,0,0,0,3
C15217,12.0,1,1,0,1,0,0,3,1,4,0,10,10,0,10,0,3,2
C15218,12.0,3,3,2,1,0,6,5,2,3,0,7,9,1,9,0,2,5
C15219,12.0,1,2,1,2,0,0,2,1,3,0,9,9,1,8,0,5,2
C15220,12.0,1,0,0,0,3,3,5,1,0,1,2,0,0,0,1,10,3
C15221,12.0,1,3,3,2,0,5,3,1,5,0,10,10,10,10,0,10,5
C15222,12.0,3,0,0,0,3,3,1,6,0,3,10,0,0,0,4,0,1
C15223,12.0,1,3,1,2,0,2,1,1,5,0,10,10,3,10,0,4,2
C15224,12.0,1,1,0,1,0,3,1,1,2,0,8,8,0,8,0,4,2
C15225,10.0,1,1,1,0,0,3,3,1,1,0,2,1,1,0,0,0,3
C15226,12.0,3,0,0,0,0,5,3,1,0,2,10,0,0,0,5,0,1
C15227,12.0,1,1,1,0,0,5,3,1,3,0,10,5,5,0,0,2,0
C15228,12.0,3,0,0,0,2,3,1,1,0,1,10,0,0,0,1,0,1
C15229,12.0,3,5,3,5,0,5,5,1,7,0,10,9,6,9,0,3,5
C15230,12.0,3,3,3,0,0,0,3,1,3,0,10,8,8,0,0,0,5
C15232,12.0,2,0,0,1,3,0,0,1,0,2,10,7,6,2,4,2,1
C15233,12.0,3,0,1,0,0,5,0,1,7,0,10,10,6,10,0,0,2
C15234,12.0,3,2,0,2,1,3,3,3,2,1,10,5,0,5,1,0,2
C15235,12.0,1,3,3,1,0,3,0,1,4,0,10,8,7,5,0,8,5
C15236,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,5,0,1
C15237,12.0,1,3,0,3,1,3,3,1,2,1,10,9,0,8,1,7,2
C15239,12.0,3,0,3,3,2,3,3,1,0,1,10,10,10,6,3,0,5
C15240,12.0,1,2,0,2,0,5,3,1,3,0,10,10,0,10,0,1,2
C15241,12.0,1,0,0,0,3,3,1,1,0,1,5,0,0,0,1,0,3
C15242,12.0,3,0,0,0,1,3,1,5,0,1,10,0,0,0,2,0,1
C15243,11.0,2,2,1,1,0,0,1,1,4,0,10,8,2,6,0,0,2
C15244,12.0,1,1,1,0,0,6,1,1,1,0,2,1,1,0,0,0,3
C15245,12.0,1,1,1,0,0,3,1,1,1,0,2,1,1,0,0,0,3
C15246,12.0,0,1,1,0,5,5,5,3,1,5,10,1,1,0,3,1,4
C15247,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,3,0,1
C15248,12.0,1,1,0,1,0,3,1,1,1,0,4,3,0,2,0,2,3
C15249,12.0,2,1,0,1,0,5,3,1,1,0,10,3,0,3,0,0,0
C15250,12.0,3,3,3,0,0,3,2,2,5,0,10,6,6,0,0,0,0
C15251,12.0,3,3,3,1,0,5,3,2,1,2,10,4,2,1,1,1,0
C15252,12.0,0,0,0,0,1,3,5,1,0,1,0,0,0,0,1,0,3
C15253,11.0,2,2,1,1,0,3,1,1,0,0,10,8,7,1,0,0,0
C15254,12.0,2,1,1,1,0,3,2,1,1,0,10,5,2,2,0,0,0
C15255,12.0,1,3,0,3,0,0,3,1,5,0,10,10,0,10,0,10,2
C15256,12.0,5,3,1,3,3,5,0,5,8,1,10,10,2,8,3,0,4
C15257,12.0,2,1,0,1,0,2,1,2,1,0,10,2,0,2,0,0,0
C15258,12.0,1,1,0,1,0,3,1,1,1,0,7,1,0,1,0,0,3
C15259,12.0,1,1,0,1,0,5,2,1,1,0,2,1,0,1,0,4,3
C15260,12.0,1,1,1,0,0,3,2,1,2,0,10,5,5,0,0,1,0
C15261,12.0,3,2,1,2,0,3,0,2,4,7,10,8,2,6,10,1,4
C15262,12.0,1,1,0,1,0,3,1,1,1,0,2,1,0,1,0,0,3
C15263,12.0,3,3,0,3,0,5,3,2,4,1,10,10,0,9,3,0,2
C15264,12.0,1,1,1,1,0,3,1,1,2,0,10,5,1,4,0,2,0
C15265,12.0,3,3,3,2,0,0,3,2,5,0,10,9,5,8,0,0,5
C15266,12.0,3,0,0,0,3,0,2,2,0,1,10,0,0,0,1,0,1
C15267,12.0,2,1,0,1,0,3,1,1,1,0,10,1,0,1,0,0,0
C15268,12.0,0,0,0,0,3,0,3,3,0,2,10,0,0,0,5,0,1
C15269,11.0,3,0,0,0,2,3,1,1,0,1,10,0,0,0,1,0,1
C15270,12.0,1,1,1,0,0,3,1,1,1,0,8,1,1,0,0,0,0
C15271,12.0,3,0,0,0,2,3,2,2,0,1,10,0,0,0,2,0,1
C15272,12.0,1,2,0,2,0,3,2,1,3,0,10,10,0,10,0,5,2
C15273,12.0,1,3,2,2,0,0,3,1,5,0,10,10,10,3,0,8,5
C15274,12.0,3,0,0,2,0,5,0,1,0,0,10,10,8,7,0,0,2
C15275,12.0,3,2,2,1,0,3,2,1,3,0,10,5,5,2,0,0,0
C15276,12.0,1,1,0,1,0,2,1,1,2,0,8,7,0,7,0,0,2
C15277,12.0,5,1,1,1,3,5,3,3,1,4,10,3,1,2,5,0,4
C15278,12.0,1,2,0,2,0,0,2,1,4,0,10,10,0,10,0,8,2
C15279,12.0,3,0,0,0,5,5,3,2,0,4,10,0,0,0,9,0,1
C15280,12.0,3,3,1,3,0,5,5,2,7,0,10,10,2,10,0,0,5
C15281,12.0,1,0,3,3,0,5,0,1,7,0,10,10,10,8,0,9,5
C15282,12.0,3,3,3,2,1,3,3,1,0,1,10,10,6,10,1,1,5
C15283,12.0,0,1,0,1,0,0,1,1,1,0,0,4,0,4,0,0,3
C15284,12.0,5,1,1,0,5,5,5,3,1,0,10,1,1,0,6,1,1
C15285,12.0,0,1,1,1,3,5,3,3,2,2,10,5,1,3,5,0,4
C15286,12.0,3,0,0,0,3,0,0,2,0,1,9,0,0,0,3,2,1
C15287,12.0,3,2,0,2,1,3,2,2,4,1,10,7,0,6,1,0,2
C15288,12.0,1,2,1,1,0,0,2,1,3,0,10,7,5,3,0,4,0
C15289,12.0,3,1,1,0,3,3,3,2,1,2,10,1,1,0,3,0,1
C15290,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,1,0,1
C15291,12.0,3,1,1,0,3,3,1,1,1,1,10,1,1,0,4,0,1
C15292,12.0,2,1,0,1,0,3,3,1,2,0,6,4,0,4,0,0,3
C15293,12.0,1,1,0,1,0,5,1,1,4,0,10,10,0,10,0,1,2
C15294,8.0,1,3,2,2,0,2,0,1,2,0,5,9,2,9,0,4,2
C15295,12.0,1,1,1,0,0,3,2,1,1,0,10,3,3,0,0,1,0
C15296,12.0,2,1,1,0,1,3,3,1,1,1,10,3,3,0,1,1,0
C15297,11.0,1,0,0,0,1,3,1,1,0,1,8,0,0,0,2,0,1
C15298,12.0,2,5,0,3,0,5,5,1,8,0,10,10,10,10,0,10,5
C15299,9.0,5,0,0,0,0,5,2,3,0,2,10,0,0,0,7,0,1
C15300,12.0,3,0,0,0,1,3,2,5,0,1,10,0,0,0,1,0,1
C15301,12.0,1,5,5,2,0,0,5,1,8,0,10,10,10,8,0,9,5
C15302,6.0,1,1,0,1,0,3,1,1,2,0,10,10,0,9,0,0,2
C15303,8.0,3,0,0,0,3,3,1,1,0,1,10,0,0,0,3,0,1
C15304,11.0,1,3,1,2,0,0,2,1,5,0,10,10,3,9,0,5,2
C15305,12.0,1,1,0,1,0,3,1,1,2,0,5,9,0,9,0,0,2
C15306,12.0,3,0,0,0,2,0,2,1,0,1,10,0,0,0,2,0,1
C15307,12.0,1,0,0,0,3,3,3,1,0,1,6,0,0,0,1,2,1
C15308,12.0,3,0,0,0,3,5,3,1,0,1,10,0,0,0,4,0,1
C15309,12.0,1,2,1,2,0,3,2,1,4,0,7,6,1,5,0,10,2
C15310,12.0,2,1,1,1,1,0,1,1,3,1,10,9,3,7,2,0,2
C15311,6.0,3,0,0,0,0,3,2,1,0,4,7,0,0,0,5,0,1
C15312,12.0,1,3,1,3,0,5,0,1,3,0,8,7,1,7,0,0,2
C15313,12.0,3,0,3,3,0,5,3,2,8,0,10,10,7,10,0,0,5
C15314,12.0,3,1,1,0,0,5,2,2,1,0,10,1,1,0,0,0,0
C15315,8.0,2,1,1,0,0,2,1,1,1,0,9,2,2,0,0,0,0
C15316,8.0,0,0,0,0,5,5,2,3,0,5,10,0,0,0,9,0,1
C15317,12.0,3,0,0,0,1,3,1,2,0,1,10,0,0,0,3,0,1
C15318,12.0,1,1,0,1,0,3,1,1,2,0,6,6,0,6,0,2,3
C15319,7.0,1,3,2,2,0,2,3,1,2,0,10,10,2,9,0,4,2
C15320,12.0,1,3,2,3,0,0,3,1,5,0,10,10,4,8,0,9,5
C15321,12.0,0,3,2,2,3,0,3,3,0,1,10,7,5,6,2,0,4
C15322,12.0,0,1,0,1,3,0,2,3,3,2,10,10,0,10,3,0,4
C15323,12.0,5,0,0,0,3,5,3,3,0,5,10,0,0,0,6,0,1
C15324,12.0,0,2,0,2,0,0,0,1,2,0,0,8,0,8,0,0,3
C15325,12.0,1,0,0,0,1,3,0,1,0,1,1,0,0,0,1,0,3
C15326,12.0,0,1,1,0,3,0,3,2,1,1,10,1,1,0,3,0,1
C15327,6.0,2,1,1,1,2,3,1,1,2,2,9,9,4,7,7,0,4
C15328,12.0,1,1,0,1,0,5,1,1,2,0,8,7,0,6,0,0,2
C15329,12.0,3,0,0,0,3,3,2,2,0,1,8,0,0,0,1,0,1
C15330,12.0,2,3,2,2,0,0,5,1,3,0,6,5,1,4,0,0,0
C15331,12.0,2,2,2,0,0,3,3,3,2,0,10,6,6,0,0,0,0
C15332,12.0,1,1,0,1,0,5,1,1,2,0,10,5,0,5,0,5,2
C15333,12.0,3,1,1,0,1,3,2,2,1,1,10,1,1,0,1,0,0
C15334,12.0,1,3,2,3,1,3,3,1,0,1,10,10,5,10,1,10,5
C15335,12.0,1,1,0,1,0,0,1,1,3,0,10,10,0,10,0,5,2
C15336,12.0,2,0,0,0,3,3,1,1,0,2,10,0,0,0,4,0,1
C15337,9.0,1,0,0,0,3,3,0,1,0,2,2,0,0,0,2,0,3
C15338,12.0,1,2,1,1,3,0,3,1,1,2,8,3,1,2,4,4,1
C15339,12.0,3,0,3,3,0,5,0,1,7,0,10,10,7,10,0,0,5
C15341,12.0,3,2,1,1,1,3,3,3,2,1,10,4,1,3,1,0,0
C15342,12.0,3,2,0,2,1,3,2,3,4,1,10,8,0,7,1,0,2
C15343,12.0,3,0,3,3,0,5,3,2,0,1,10,10,4,10,2,1,5
C15344,12.0,1,2,2,1,5,3,5,1,3,4,10,3,2,2,7,6,4
C15345,12.0,1,2,2,0,0,5,2,1,3,0,10,10,10,0,0,10,5
C15346,12.0,1,3,0,3,0,0,3,1,3,0,10,10,0,10,0,9,2
C15347,12.0,5,1,1,0,3,5,3,3,1,1,10,1,1,0,2,0,1
C15348,6.0,1,3,1,3,0,0,3,1,5,0,10,10,7,9,0,10,2
C15349,6.0,1,0,0,0,1,3,1,1,0,1,2,0,0,0,2,0,3
C15350,12.0,5,0,0,0,1,5,3,3,0,1,10,0,0,0,3,0,1
C15351,12.0,2,3,2,1,0,3,1,1,2,0,10,5,4,3,0,0,0
C15352,12.0,1,2,0,2,0,3,3,1,3,0,6,6,0,6,0,9,2
C15353,12.0,1,1,0,1,1,5,1,1,2,1,10,9,0,8,2,2,2
C15354,12.0,5,3,3,2,3,6,3,3,0,2,10,10,9,9,4,0,4
C15355,12.0,1,0,0,0,2,3,2,1,0,1,10,0,0,0,1,1,1
C15356,7.0,1,1,1,0,0,3,0,1,1,0,2,2,2,0,0,0,3
C15357,12.0,3,0,0,0,2,3,3,2,0,2,10,0,0,0,3,0,1
C15358,12.0,1,5,5,2,0,0,0,1,8,0,10,10,10,7,0,7,5
C15359,11.0,3,2,2,0,0,5,2,1,2,0,10,6,6,0,0,0,0
C15360,12.0,3,1,1,0,2,3,3,3,2,4,10,2,2,0,7,0,4
C15361,12.0,3,1,1,0,0,3,2,1,2,0,10,5,5,0,0,0,0
C15362,12.0,3,1,1,0,1,3,2,2,1,1,10,4,4,0,3,0,0
C15364,12.0,3,0,3,3,0,5,0,2,0,2,10,10,7,10,5,0,4
C15365,12.0,2,0,3,3,0,5,0,1,7,0,10,10,9,5,0,10,5
C15366,12.0,1,1,0,1,0,3,0,1,1,0,2,2,0,1,0,0,3
C15367,6.0,3,1,1,0,3,3,2,2,1,1,10,2,2,0,5,0,1
C15368,12.0,3,0,0,2,0,6,3,1,7,0,10,10,10,5,0,0,5
C15369,12.0,3,3,0,3,0,3,3,3,0,0,10,10,0,10,0,0,2
C15370,12.0,3,1,0,1,0,3,2,2,4,0,10,5,0,5,0,0,0
C15371,12.0,1,2,2,0,0,5,2,1,1,0,4,1,1,0,0,0,3
C15372,11.0,0,1,0,1,0,5,3,2,1,2,10,2,0,1,3,0,1
C15373,12.0,0,3,3,0,2,5,3,3,3,1,10,10,10,0,1,0,5
C15374,10.0,3,1,1,0,0,3,1,1,1,0,9,4,4,0,0,0,0
C15375,6.0,1,2,2,0,0,3,0,1,3,0,4,4,4,0,0,0,3
C15376,12.0,3,5,0,3,0,5,0,1,3,0,10,5,1,5,0,0,2
C15377,12.0,1,1,0,1,0,3,1,1,2,0,10,4,0,3,0,3,0
C15378,12.0,1,1,0,2,0,0,1,1,0,0,5,10,0,10,0,0,2
C15379,12.0,2,0,0,0,3,2,3,1,0,2,10,0,0,0,4,1,1
C15380,12.0,2,3,2,1,2,3,3,1,5,1,10,9,5,8,3,2,5
C15381,12.0,1,2,2,0,0,5,2,1,1,0,10,2,2,0,0,0,0
C15382,12.0,2,3,3,0,0,5,2,1,1,0,10,3,3,0,0,0,0
C15383,12.0,1,1,0,1,0,3,1,1,2,0,10,9,0,9,0,8,2
C15384,12.0,3,0,0,0,2,3,2,2,0,1,10,0,0,0,2,0,1
C15385,12.0,0,3,2,1,3,5,2,3,5,1,10,10,1,10,2,0,4
C15386,12.0,2,2,0,2,0,5,3,1,3,0,10,10,0,10,0,0,2
C15387,12.0,2,5,3,0,0,5,0,1,7,0,10,10,5,10,0,5,5
C15388,12.0,3,1,1,0,1,3,2,2,1,1,10,1,1,0,3,0,1
C15389,12.0,1,2,0,2,0,5,1,1,2,0,7,6,0,5,0,0,2
C15390,12.0,0,0,0,0,3,6,2,2,0,4,10,0,0,0,8,0,1
C15391,7.0,1,3,0,3,0,3,3,1,1,0,3,8,0,8,0,0,3
C15392,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C15393,7.0,1,1,1,1,3,3,1,1,2,1,8,8,2,6,5,4,4
C15394,12.0,3,1,1,0,1,5,0,1,1,1,7,2,2,0,1,0,0
C15395,12.0,1,1,0,1,0,0,3,1,1,0,10,5,0,5,0,0,0
C15396,12.0,1,3,1,3,0,5,3,1,2,0,10,8,1,7,0,10,2
C15397,10.0,1,1,0,1,0,3,1,1,2,0,8,10,0,10,0,10,2
C15398,12.0,1,3,0,3,0,3,3,1,5,0,10,9,0,9,0,10,2
C15399,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C15400,7.0,1,1,0,1,1,3,2,1,1,1,6,2,0,2,2,0,3
C15401,12.0,3,1,1,1,2,3,1,1,2,1,10,5,5,1,4,0,0
C15402,12.0,5,3,3,1,5,6,6,3,5,3,10,9,8,2,5,1,4
C15403,12.0,1,2,1,2,0,5,2,1,5,0,9,10,9,4,0,4,5
C15404,12.0,3,0,0,0,3,3,1,1,0,1,10,0,0,0,2,0,1
C15405,12.0,1,1,0,1,0,2,1,1,3,0,10,10,0,10,0,3,2
C15406,12.0,1,1,0,1,0,5,1,1,1,0,10,1,0,1,0,0,0
C15407,12.0,0,6,0,6,0,6,5,3,3,0,8,5,0,5,0,0,2
C15408,8.0,2,2,2,0,3,3,2,1,1,1,9,4,4,0,3,0,0
C15409,12.0,2,3,0,3,0,3,2,1,3,0,10,10,0,10,0,0,2
C15410,12.0,2,1,0,1,0,3,3,3,2,0,10,6,0,6,0,0,0
C15411,12.0,1,3,3,2,1,6,3,1,5,1,10,10,8,10,1,10,5
C15412,12.0,1,0,0,0,3,3,3,1,0,1,5,0,0,0,1,1,3
C15413,12.0,2,0,0,0,3,3,1,1,0,2,10,0,0,0,6,0,1
C15414,12.0,1,3,2,1,0,5,3,1,5,0,10,10,10,5,0,8,5
C15415,12.0,0,3,0,3,0,3,3,0,7,0,10,10,0,10,0,0,2
C15417,12.0,1,0,0,0,3,3,3,1,0,1,10,0,0,0,2,1,1
C15418,12.0,3,0,0,0,2,3,3,3,0,1,10,0,0,0,3,0,1
C15419,12.0,3,0,0,0,3,0,1,2,0,4,10,0,0,0,3,0,1
C15420,7.0,1,2,0,2,3,5,3,1,2,1,10,9,0,8,3,5,2
C15421,12.0,3,3,3,1,0,5,1,1,0,0,10,10,9,5,0,0,5
C15422,12.0,0,0,0,0,3,0,3,2,0,2,10,0,0,0,5,0,1
C15423,12.0,1,3,1,3,0,5,3,1,0,0,10,10,1,10,0,9,2
C15424,12.0,3,5,0,2,0,0,3,2,7,0,10,10,10,9,0,0,5
C15425,12.0,1,1,1,0,3,0,3,1,1,1,8,3,3,0,1,4,0
C15426,8.0,2,3,3,1,0,3,2,1,4,0,9,9,3,8,0,0,5
C15427,12.0,1,2,2,1,1,3,3,1,3,1,3,3,3,2,1,10,3
C15428,12.0,2,0,0,3,0,5,0,1,0,0,10,10,10,7,0,3,2
C15429,12.0,6,2,1,2,0,6,0,5,3,3,10,10,1,10,6,0,4
C15430,12.0,5,1,1,0,3,5,3,3,1,3,10,2,2,0,7,0,4
C15431,12.0,3,1,0,1,0,3,0,3,1,0,10,5,0,4,0,1,0
C15432,12.0,3,0,0,0,1,3,2,1,0,1,10,0,0,0,1,0,1
C15433,12.0,3,0,0,0,1,3,1,1,0,1,10,0,0,0,4,0,1
C15435,12.0,1,3,0,3,0,1,3,3,3,0,10,10,0,10,0,9,2
C15436,11.0,5,1,1,0,6,6,0,3,1,7,10,3,3,0,10,0,4
C15437,11.0,1,2,0,2,0,2,2,1,3,0,9,10,0,10,0,0,2
C15438,12.0,3,3,0,3,0,0,3,3,3,1,6,5,0,5,1,0,2
C15439,12.0,3,3,3,1,0,5,2,1,3,0,10,7,3,6,0,0,5
C15440,6.0,1,1,0,1,0,3,1,1,2,0,10,10,0,9,0,5,2
